user_id,heart_rate_BPM,blood_oxygen_level,step_count,sleep_duration_hr,activity_level,stress_level,activity_intensity,stress_sleep_ratio,health_score
1473,79.5,97.7,17518.5,6.6,Active,8,1392720.75,1.2121,0.698300
1474,65.1,99.7,18466.3,0.0,Sedentary,3,1202156.13,NULL,0.608800
1475,53.0,97.0,533.7,8.3,Sedentary,10,28286.10,1.2048,0.699250
1476,61.9,94.1,22622.6,6.4,Active,3,1400338.94,0.4688,0.826400
1477,89.3,97.3,19051.6,8.8,Sedentary,7,1701307.88,0.7955,0.809200
1478,77.3,99.8,1037.4,8.0,Highly_Active,3,80191.02,0.3750,0.909200
1479,80.0,99.9,1693.0,5.8,Active,4,135440.00,0.6897,0.797100
1480,76.6,95.9,578.7,7.8,Highly_Active,10,44328.42,1.2821,0.676100
1481,56.9,98.8,8582.7,9.0,Sedentary,2,488355.63,0.2222,0.972700
1482,90.2,95.7,8282.1,5.1,Sedentary,3,747045.42,0.5882,0.784050
1483,66.4,98.0,2824.1,7.8,Highly_Active,4,187520.24,0.5128,0.864500
1484,82.5,96.5,7475.3,6.5,Highly_Active,6,616712.25,0.9231,0.749750
1485,86.6,100.0,18374.7,8.5,Active,9,1591249.02,1.0588,0.748750
1486,88.2,100.0,7567.1,4.9,Sedentary,5,667418.22,1.0204,0.733750
1487,92.9,97.5,5445.1,5.1,Highly_Active,6,505849.79,1.1765,0.701250
1488,80.0,99.3,1524.5,5.6,Active,7,121960.00,1.2500,0.697200
1489,79.3,100.0,205.9,7.4,Sedentary,3,16327.87,0.4054,0.887500
1490,43.4,96.0,1964.4,5.9,Highly_Active,9,85254.96,1.5254,0.635250
1491,87.4,95.3,18342.3,6.7,Highly_Active,5,1603117.02,0.7463,0.782450
1492,54.0,96.1,29189.5,4.7,Sedentary,2,1576233.00,0.4255,0.800650
1493,89.5,98.6,22.7,8.1,Sedentary,1,2031.65,0.1235,0.968150
1494,63.8,96.6,8193.9,6.9,Highly_Active,1,522770.82,0.1449,0.915150
1495,81.9,96.7,25104.3,6.2,Active,3,2056042.17,0.4839,0.829300
1496,87.3,96.4,6982.2,4.1,Highly_Active,4,609546.06,0.9756,0.719350
1497,66.0,96.6,3345.4,7.4,Sedentary,5,220796.40,0.6757,0.813900
1498,102.1,97.0,9836.3,6.7,Active,3,1004286.23,0.4478,0.849250
1499,75.5,97.7,11450.1,7.4,Active,6,864482.55,0.8108,0.788300
1500,71.8,96.1,3179.5,7.0,Sedentary,7,228288.10,1.0000,0.736900
1501,92.3,99.8,5053.2,6.2,Highly_Active,5,466410.36,0.8065,0.781700
1502,106.5,99.2,3904.5,4.8,Highly_Active,6,415829.25,1.2500,0.696800
1503,77.0,96.2,9809.3,4.9,Sedentary,3,755316.10,0.6122,0.778550
1504,98.1,98.3,21401.0,8.0,Sedentary,3,2099438.10,0.3750,0.903200
1505,67.3,97.8,19571.9,5.1,Highly_Active,3,1317188.87,0.5882,0.792450
1506,47.0,100.0,12322.4,0.0,Sedentary,10,579152.80,NULL,0.400000
1507,86.9,100.0,5418.4,7.3,Highly_Active,1,470858.96,0.1370,0.943750
1508,69.2,99.6,105.0,6.1,Active,2,7266.00,0.3279,0.867150
1509,96.1,99.3,7754.6,6.1,Sedentary,10,745217.06,1.6393,0.625950
1510,78.7,97.6,2027.1,5.1,Active,2,159532.77,0.3922,0.821650
1511,79.9,98.4,1329.1,6.3,Sedentary,10,106195.09,1.5873,0.629850
1512,76.2,93.6,17147.7,4.7,Active,6,1306654.74,1.2766,0.670650
1513,85.1,100.0,2561.6,7.7,Sedentary,5,217992.16,0.6494,0.838750
1514,55.8,100.0,466.7,0.0,Active,8,26041.86,NULL,0.460000
1515,51.1,97.1,1524.7,8.1,Active,7,77912.17,0.8642,0.782150
1516,81.5,95.3,2545.3,6.2,Sedentary,4,207441.95,0.6452,0.793700
1517,91.7,98.7,5685.2,4.6,Highly_Active,9,521332.84,1.9565,0.597300
1518,79.6,98.4,7261.3,0.0,Active,5,577999.48,NULL,0.543600
1519,79.9,96.2,4715.9,7.3,Active,7,376800.41,0.9589,0.748550
1520,48.5,96.1,346.3,5.8,Highly_Active,6,16795.55,1.0345,0.721900
1521,66.8,95.3,185.4,5.6,Active,4,12384.72,0.7143,0.771200
1522,47.0,100.0,5635.7,6.1,Sedentary,7,264877.90,1.1475,0.718750
1523,69.9,97.5,4532.5,6.9,Highly_Active,6,316821.75,0.8696,0.768750
1524,51.0,98.0,1473.5,5.9,Sedentary,7,75148.50,1.1864,0.703250
1525,74.6,97.0,3938.2,7.6,Sedentary,7,293789.72,0.9211,0.763000
1526,74.4,100.0,5345.8,0.0,Highly_Active,3,397727.52,NULL,0.610000
1527,94.7,96.6,5020.9,6.4,Active,3,475479.23,0.4688,0.836400
1528,88.1,98.2,8085.4,6.5,Active,8,712323.74,1.2308,0.696550
1529,93.2,96.6,9083.2,7.2,Sedentary,1,846554.24,0.1389,0.926400
1530,50.0,96.3,9427.0,7.9,Active,9,471350.00,1.1392,0.711450
1531,50.5,99.6,6159.1,7.1,Active,6,311034.55,0.8451,0.784650
1532,52.4,98.9,11183.2,6.2,Active,2,585999.68,0.3226,0.868100
1533,77.9,100.0,6338.9,7.3,Highly_Active,6,493800.31,0.8219,0.793750
1534,84.8,97.1,1897.5,10.0,Sedentary,4,160908.00,0.4000,0.943400
1535,81.4,95.3,4040.8,8.6,Highly_Active,7,328921.12,0.8140,0.793700
1536,47.1,100.0,4753.0,5.1,Sedentary,8,223866.30,1.5686,0.651250
1537,0.0,95.3,18245.7,8.4,Sedentary,6,0.00,0.7143,0.816200
1538,74.1,96.4,6326.8,3.6,Highly_Active,1,468815.88,0.2778,0.790600
1539,75.6,99.7,6635.0,9.0,Highly_Active,4,501606.00,0.4444,0.916300
1540,79.4,98.4,8209.8,7.8,Highly_Active,4,651858.12,0.5128,0.866100
1541,47.5,98.1,22211.6,8.7,Active,3,1055051.00,0.3448,0.928650
1542,110.9,97.5,712.3,5.8,Active,2,78994.07,0.3448,0.847500
1543,83.8,100.0,8179.9,7.2,Active,2,685475.62,0.2778,0.910000
1544,55.8,94.1,7051.0,7.1,Active,10,393445.80,1.4085,0.642650
1545,67.2,98.2,5284.9,4.9,Sedentary,1,355145.28,0.2041,0.846550
1546,51.0,100.0,45.2,5.8,Highly_Active,3,2305.20,0.5172,0.827500
1547,75.5,97.7,15415.1,9.1,Highly_Active,8,1163840.05,0.8791,0.792050
1548,0.0,97.8,10585.8,7.1,Sedentary,3,0.00,0.4225,0.867450
1549,87.5,99.7,8201.4,6.9,Sedentary,1,717622.50,0.1449,0.927550
1550,69.6,97.4,7708.1,5.8,Highly_Active,1,536483.76,0.1724,0.877100
1551,84.8,100.0,8475.5,0.0,Sedentary,8,718722.40,NULL,0.460000
1552,71.4,98.7,854.5,5.3,Highly_Active,3,61011.30,0.5660,0.803550
1553,88.7,100.0,14283.5,7.9,Active,8,1266946.45,1.0127,0.756250
1554,103.9,98.1,6383.9,7.3,Active,1,663287.21,0.1370,0.936150
1555,85.2,96.5,10968.7,6.7,Sedentary,3,934533.24,0.4478,0.847250
1556,91.1,95.0,12130.7,5.0,Highly_Active,1,1105106.77,0.2000,0.837500
1557,91.0,98.4,1359.1,6.1,Active,5,123678.10,0.8197,0.772350
1558,89.4,100.0,9825.9,4.8,Active,3,878435.46,0.6250,0.790000
1559,0.0,98.8,19530.9,6.7,Highly_Active,10,0.00,1.4925,0.646450
1560,70.6,97.9,8276.7,6.3,Sedentary,6,584335.02,0.9524,0.747850
1561,50.8,95.9,1169.1,3.0,Sedentary,10,59390.28,3.3333,0.496100
1562,0.0,96.1,3488.9,6.7,Sedentary,4,0.00,0.5970,0.815650
1563,95.7,93.4,8716.1,5.5,Highly_Active,6,834130.77,1.0909,0.699850
1564,81.0,100.0,6650.0,7.1,Sedentary,10,538650.00,1.4085,0.666250
1565,103.9,100.0,6491.8,3.8,Sedentary,8,674498.02,2.1053,0.602500
1566,44.0,100.0,4732.8,6.1,Active,8,208243.20,1.3115,0.688750
1567,0.0,94.7,7333.0,8.1,Highly_Active,10,0.00,1.2346,0.682550
1568,54.4,96.7,730.7,9.6,Active,3,39750.08,0.3125,0.956800
1569,84.2,97.8,13272.9,6.4,Sedentary,1,1117578.18,0.1563,0.901200
1570,68.0,98.4,1527.4,8.2,Highly_Active,2,103863.20,0.2439,0.941100
1571,68.6,100.0,6660.7,4.7,Active,5,456924.02,1.0638,0.726250
1572,60.1,99.9,4209.9,7.2,Active,6,253014.99,0.8333,0.789600
1573,0.0,99.7,2930.9,9.1,Active,1,0.00,0.1099,1.010050
1574,79.4,95.0,1302.5,6.5,Active,10,103418.50,1.5385,0.623750
1575,86.2,97.9,12223.9,6.9,Active,2,1053700.18,0.2899,0.890350
1576,64.3,100.0,19055.1,7.0,Highly_Active,3,1225242.93,0.4286,0.872500
1577,98.6,96.8,1312.5,6.5,Sedentary,2,129412.50,0.3077,0.870950
1578,75.2,99.6,16582.4,7.2,Sedentary,4,1246996.48,0.5556,0.848400
1579,76.2,97.9,254.6,5.0,Highly_Active,7,19400.52,1.4000,0.669100
1580,95.1,100.0,2431.7,1.8,Sedentary,9,231254.67,5.0000,0.497500
1581,89.2,95.6,4652.8,5.8,Highly_Active,8,415029.76,1.3793,0.659900
1582,81.2,95.8,4194.9,4.9,Highly_Active,7,340625.88,1.4286,0.656950
1583,73.8,96.7,1228.5,8.9,Highly_Active,7,90663.30,0.7865,0.810550
1584,76.6,100.0,1075.5,8.6,Sedentary,10,82383.30,1.1628,0.722500
1585,80.1,100.0,5052.6,5.3,Sedentary,8,404713.26,1.5094,0.658750
1586,59.4,96.0,2238.6,7.5,Highly_Active,1,132972.84,0.1333,0.935250
1587,58.6,100.0,220.4,5.9,Sedentary,4,12915.44,0.6780,0.801250
1588,57.4,98.9,25634.4,7.4,Highly_Active,6,1471414.56,0.8108,0.793100
1589,67.6,97.5,6197.2,4.4,Sedentary,5,418930.72,1.1364,0.705000
1590,87.6,98.8,3727.2,0.0,Active,1,326502.72,NULL,0.665200
1591,81.3,100.0,7401.5,7.8,Active,10,601741.95,1.2821,0.692500
1592,72.9,98.0,9112.9,8.5,Highly_Active,5,664330.41,0.5882,0.860750
1593,72.7,96.0,9329.4,7.1,Active,9,678247.38,1.2676,0.680250
1594,92.5,97.8,7679.2,6.5,Sedentary,8,710326.00,1.2308,0.694950
1595,66.5,97.5,4333.0,5.9,Highly_Active,8,288144.50,1.3559,0.671250
1596,95.8,97.4,969.1,7.2,Active,6,92839.78,0.8333,0.779600
1597,80.5,97.6,79.3,5.3,Highly_Active,7,6383.65,1.3208,0.679150
1598,69.3,96.1,545.9,6.0,Highly_Active,7,37830.87,1.1667,0.699400
1599,60.3,99.0,9091.2,6.9,Highly_Active,6,548199.36,0.8696,0.774750
1600,89.5,95.8,12211.6,6.9,Active,7,1092938.20,1.0145,0.731950
1601,78.7,97.1,8078.8,7.0,Highly_Active,6,635801.56,0.8571,0.770900
1602,61.8,100.0,7177.7,5.8,Sedentary,10,443581.86,1.7241,0.617500
1603,66.1,96.4,5470.9,6.3,Active,10,361626.49,1.5873,0.621850
1604,54.2,95.1,4881.8,4.2,Active,9,264593.56,2.1429,0.567900
1605,98.5,100.0,17337.5,6.3,Highly_Active,9,1707743.75,1.4286,0.666250
1606,98.1,95.4,1713.2,8.3,Sedentary,6,168064.92,0.7229,0.812850
1607,91.0,100.0,20345.2,5.6,Active,9,1851413.20,1.6071,0.640000
1608,53.6,99.1,17117.0,7.7,Sedentary,1,917471.20,0.1299,0.955150
1609,59.0,95.5,11768.0,4.7,Sedentary,5,694312.00,1.0638,0.708250
1610,57.2,97.7,3495.2,4.8,Highly_Active,4,199925.44,0.8333,0.750800
1611,66.6,99.4,1668.1,6.8,Sedentary,7,111095.46,1.0294,0.742600
1612,55.1,97.1,14009.1,8.7,Sedentary,4,771901.41,0.4598,0.894650
1613,83.1,97.1,980.1,6.7,Sedentary,10,81446.31,1.4925,0.639650
1614,0.0,98.3,6563.7,6.1,Highly_Active,6,0.00,0.9836,0.741950
1615,101.5,99.4,635.5,7.8,Active,6,64503.25,0.7692,0.810100
1616,82.6,94.8,3262.4,4.9,Active,8,269474.24,1.6327,0.622950
1617,95.4,96.0,6580.6,8.0,Highly_Active,6,627789.24,0.7500,0.804000
1618,91.9,97.6,11970.4,8.2,Sedentary,9,1100079.76,1.0976,0.727900
1619,51.3,98.8,2699.6,0.0,Active,9,138489.48,NULL,0.425200
1620,62.0,99.7,6958.6,7.1,Sedentary,2,431433.20,0.2817,0.905050
1621,58.4,98.9,1298.3,6.0,Sedentary,9,75820.72,1.5000,0.650600
1622,88.2,99.7,12169.9,6.9,Highly_Active,2,1073385.18,0.2899,0.897550
1623,47.7,94.4,5240.2,5.7,Active,4,249957.54,0.7018,0.771350
1624,80.4,96.2,28153.5,7.8,Highly_Active,10,2263541.40,1.2821,0.677300
1625,81.9,95.9,18810.5,5.6,Active,10,1540579.95,1.7857,0.593600
1626,66.3,99.9,9250.9,0.0,Active,5,613334.67,NULL,0.549600
1627,72.4,98.9,18989.3,7.7,Active,7,1374825.32,0.9091,0.774350
1628,73.5,100.0,12432.8,4.5,Active,4,913810.80,0.8889,0.748750
1629,64.9,96.1,7306.9,6.8,Active,2,474217.81,0.2941,0.879400
1630,51.7,98.6,4943.0,6.8,Active,8,255553.10,1.1765,0.709400
1631,64.4,99.1,7373.3,6.5,Active,1,474840.52,0.1538,0.910150
1632,62.6,96.0,1668.0,4.8,Active,1,104416.80,0.2083,0.834000
1633,49.5,98.0,1514.5,4.6,Active,1,74967.75,0.2174,0.834500
1634,81.0,95.2,3156.9,5.7,Sedentary,9,255708.90,1.5789,0.624550
1635,81.4,97.2,132.0,6.7,Highly_Active,9,10744.80,1.3433,0.670050
1636,65.2,99.7,15078.4,0.0,Active,10,983111.68,NULL,0.398800
1637,79.8,99.1,10090.1,8.4,Active,3,805189.98,0.3571,0.921400
1638,70.5,95.6,538.8,7.3,Highly_Active,3,37985.40,0.4110,0.866150
1639,53.3,93.1,8819.1,0.0,Active,8,470058.03,NULL,0.432400
1640,77.7,99.8,9712.2,6.0,Sedentary,6,754637.94,1.0000,0.744200
1641,73.0,97.1,5751.4,5.1,Sedentary,1,419852.20,0.1961,0.849650
1642,85.7,96.2,8235.9,5.4,Highly_Active,1,705816.63,0.1852,0.857300
1643,53.1,100.0,7258.5,5.4,Highly_Active,10,385426.35,1.8519,0.602500
1644,78.8,100.0,451.5,6.7,Active,1,35578.20,0.1493,0.921250
1645,91.1,100.0,2649.5,7.6,Sedentary,8,241369.45,1.0526,0.745000
1646,73.1,98.1,11999.2,9.8,Active,8,877141.52,0.8163,0.819900
1647,72.3,100.0,479.3,6.9,Active,9,34653.39,1.3043,0.688750
1648,54.9,98.8,1550.1,3.4,Highly_Active,2,85100.49,0.5882,0.762700
1649,52.9,99.6,3411.8,6.7,Highly_Active,1,180484.22,0.1493,0.919650
1650,62.6,99.6,4011.2,7.0,Sedentary,2,251101.12,0.2857,0.900900
1651,90.7,97.9,4482.0,0.0,Sedentary,7,406517.40,NULL,0.481600
1652,73.5,97.5,5367.1,5.5,Sedentary,7,394481.85,1.2727,0.686250
1653,80.1,96.6,10922.6,7.5,Sedentary,5,874900.26,0.6667,0.817650
1654,58.3,99.2,4050.5,5.9,Sedentary,6,236144.15,1.0169,0.738050
1655,67.1,100.0,3305.4,9.1,Sedentary,9,221792.34,0.9890,0.771250
1656,43.4,98.3,10236.2,8.1,Sedentary,9,444251.08,1.1111,0.726950
1657,63.5,99.1,1530.9,4.5,Sedentary,4,97212.15,0.8889,0.745150
1658,83.0,98.0,3498.7,9.6,Active,8,290392.10,0.8333,0.812000
1659,102.0,95.6,213.8,4.3,Active,6,21807.60,1.3953,0.663650
1660,59.3,99.8,15781.0,4.1,Active,10,935813.30,2.4390,0.552950
1661,72.0,98.6,10810.7,6.1,Sedentary,1,778370.40,0.1639,0.893150
1662,67.8,97.0,535.5,8.3,Sedentary,3,36306.90,0.3614,0.909250
1663,76.6,96.9,4307.3,6.8,Active,8,329939.18,1.1765,0.702600
1664,67.5,97.9,1349.4,4.7,Active,3,91084.50,0.6383,0.777850
1665,79.6,95.8,80.2,5.6,Active,7,6383.92,1.2500,0.683200
1666,71.8,98.3,6953.3,0.0,Sedentary,9,499246.94,NULL,0.423200
1667,59.4,96.8,2361.3,7.8,Sedentary,4,140261.22,0.5128,0.859700
1668,68.8,96.6,3494.4,6.5,Sedentary,7,240414.72,1.0769,0.720150
1669,106.5,97.4,10705.6,8.1,Sedentary,7,1140146.40,0.8642,0.783350
1670,70.4,96.1,4420.4,8.4,Sedentary,3,311196.16,0.3571,0.909400
1671,42.4,96.6,5605.1,6.9,Sedentary,9,237656.24,1.3043,0.675150
1672,54.5,99.6,1039.3,8.5,Active,5,56641.85,0.5882,0.867150
1673,87.4,100.0,985.8,3.6,Active,5,86158.92,1.3889,0.685000
1674,76.3,96.8,6035.8,3.4,Highly_Active,5,460531.54,1.4706,0.664700
1675,0.0,98.2,312.3,6.5,Sedentary,5,0.00,0.7692,0.786550
1676,85.4,98.5,2313.6,4.6,Active,8,197581.44,1.7391,0.626500
1677,67.8,97.7,3332.7,5.3,Active,8,225957.06,1.5094,0.649550
1678,91.1,100.0,9136.9,6.9,Highly_Active,2,832371.59,0.2899,0.898750
1679,67.3,99.8,266.8,6.9,Sedentary,4,17955.64,0.5797,0.837950
1680,64.1,100.0,14669.5,8.1,Sedentary,7,940314.95,0.8642,0.793750
1681,65.5,98.6,2009.7,7.3,Highly_Active,1,131635.35,0.1370,0.938150
1682,97.1,97.7,11016.9,7.0,Sedentary,10,1069740.99,1.4286,0.653300
1683,0.0,97.3,3276.2,9.7,Active,4,0.00,0.4124,0.932950
1684,102.4,100.0,56.7,5.5,Highly_Active,2,5806.08,0.3636,0.846250
1685,40.0,97.4,7818.7,7.4,Highly_Active,10,312748.00,1.3514,0.667100
1686,75.1,97.4,1017.7,3.9,Active,4,76429.27,1.0256,0.715850
1687,60.6,100.0,5215.6,9.5,Highly_Active,7,316065.36,0.7368,0.846250
1688,69.6,98.0,1621.0,6.4,Highly_Active,6,112821.60,0.9375,0.752000
1689,112.3,98.0,10837.8,6.2,Sedentary,8,1217084.94,1.2903,0.684500
1690,0.0,98.7,428.1,8.2,Active,4,0.00,0.4878,0.882300
1691,74.4,95.9,12207.4,9.0,Active,1,908230.56,0.1111,0.991100
1692,68.1,98.9,542.6,8.0,Highly_Active,7,36951.06,0.8750,0.785600
1693,65.2,99.9,1523.2,8.4,Active,1,99312.64,0.1190,0.984600
1694,92.8,98.4,3127.2,6.4,Active,4,290204.16,0.6250,0.813600
1695,63.8,97.2,57.2,5.4,Active,2,3649.36,0.3704,0.831300
1696,84.6,98.0,13857.4,5.2,Active,5,1172336.04,0.9615,0.737000
1697,77.5,100.0,2148.3,6.8,Active,4,166493.25,0.5882,0.835000
1698,85.2,100.0,1634.4,5.2,Highly_Active,9,139250.88,1.7308,0.625000
1699,80.4,100.0,913.2,8.3,Sedentary,6,73421.28,0.7229,0.831250
1700,78.9,96.6,1696.7,8.8,Sedentary,4,133869.63,0.4545,0.896400
1701,68.7,100.0,2992.6,5.5,Highly_Active,4,205591.62,0.7273,0.786250
1702,69.1,96.2,2157.9,5.3,Active,10,149110.89,1.8868,0.583550
1703,71.1,98.9,13806.1,7.1,Sedentary,1,981613.71,0.1408,0.931850
1704,54.2,98.0,1766.6,4.2,Highly_Active,4,95749.72,0.9524,0.729500
1705,89.7,96.2,5063.3,5.2,Sedentary,8,454178.01,1.5385,0.639800
1706,59.1,95.5,3706.6,7.7,Sedentary,8,219060.06,1.0390,0.730750
1707,96.7,96.2,3434.5,5.7,Active,3,332116.15,0.5263,0.808550
1708,73.6,100.0,1042.3,5.9,Active,7,76713.28,1.1864,0.711250
1709,61.0,99.3,1325.9,8.2,Active,7,80879.90,0.8537,0.794700
1710,57.4,98.9,4225.7,6.2,Sedentary,10,242555.18,1.6129,0.628100
1711,85.9,98.3,20537.9,3.4,Highly_Active,3,1764205.61,0.8824,0.730700
1712,0.0,98.3,8455.2,7.6,Highly_Active,10,0.00,1.3158,0.678200
1713,81.0,94.2,685.8,5.6,Active,1,55549.80,0.1786,0.856800
1714,86.3,98.5,1203.1,3.1,Sedentary,3,103827.53,0.9677,0.720250
1715,0.0,99.7,3057.5,7.7,Sedentary,5,0.00,0.6494,0.837550
1716,92.4,97.9,2007.2,6.4,Highly_Active,1,185465.28,0.1563,0.901600
1717,90.0,100.0,1180.2,6.1,Sedentary,2,106218.00,0.3279,0.868750
1718,74.6,97.5,2735.6,8.6,Highly_Active,7,204075.76,0.8140,0.802500
1719,81.2,100.0,2037.3,6.9,Highly_Active,3,165428.76,0.4348,0.868750
1720,59.3,92.6,914.6,9.8,Sedentary,10,54235.78,1.0204,0.737900
1721,62.4,97.6,10749.8,4.6,Sedentary,5,670787.52,1.0870,0.712900
1722,74.5,95.5,6933.9,8.7,Active,5,516575.55,0.5747,0.858250
1723,74.5,95.9,1759.1,7.6,Sedentary,7,131052.95,0.9211,0.758600
1724,77.8,99.1,5267.4,8.1,Sedentary,7,409803.72,0.8642,0.790150
1725,74.2,100.0,7884.6,6.5,Sedentary,9,585037.32,1.3846,0.673750
1726,0.0,99.2,3171.5,2.9,Active,6,0.00,2.0690,0.625550
1727,74.4,98.4,2188.1,7.5,Highly_Active,6,162794.64,0.8000,0.794850
1728,84.1,99.9,1609.0,6.3,Sedentary,9,135316.90,1.4286,0.665850
1729,92.1,97.5,11008.6,5.7,Active,6,1013892.06,1.0526,0.723750
1730,0.0,98.8,12282.3,3.4,Active,10,0.00,2.9412,0.522700
1731,0.0,100.0,6184.2,6.0,Active,9,0.00,1.5000,0.655000
1732,82.8,98.6,13008.1,6.6,Highly_Active,2,1077070.68,0.3030,0.881900
1733,87.4,97.6,3098.1,4.7,Highly_Active,10,270773.94,2.1277,0.566650
1734,72.5,95.5,5276.4,4.3,Sedentary,7,382539.00,1.6279,0.633250
1735,80.9,96.8,5035.2,6.9,Highly_Active,2,407347.68,0.2899,0.885950
1736,102.2,96.2,7511.9,10.7,Highly_Active,8,767716.18,0.7477,0.846050
1737,71.1,97.6,6466.1,8.9,Sedentary,9,459739.71,1.0112,0.754150
1738,92.9,97.4,6339.1,8.1,Sedentary,9,588902.39,1.1111,0.723350
1739,90.0,97.1,4911.7,7.8,Highly_Active,2,442053.00,0.2564,0.920900
1740,81.2,98.1,11712.2,5.3,Highly_Active,4,951030.64,0.7547,0.771150
1741,79.0,96.8,2311.7,4.1,Highly_Active,3,182624.30,0.7317,0.750950
1742,74.1,99.4,1140.3,8.0,Active,5,84496.23,0.6250,0.847600
1743,68.6,94.7,5119.9,7.4,Highly_Active,8,351225.14,1.0811,0.716300
1744,95.6,97.4,14084.3,3.6,Sedentary,3,1346459.08,0.8333,0.734600
1745,86.2,100.0,4137.1,4.0,Sedentary,2,356618.02,0.5000,0.790000
1746,69.0,100.0,20484.6,7.2,Active,4,1413437.40,0.5556,0.850000
1747,73.2,100.0,8162.2,4.4,Active,1,597473.04,0.2273,0.835000
1748,56.0,95.2,2695.0,5.8,Highly_Active,2,150920.00,0.3448,0.838300
1749,88.3,94.0,830.7,6.6,Active,6,73350.81,0.9091,0.743500
1750,69.5,98.5,843.1,8.9,Sedentary,9,58595.45,1.0112,0.757750
1751,0.0,99.7,4310.1,7.3,Active,5,0.00,0.6849,0.822550
1752,95.7,99.3,13653.7,5.5,Active,4,1306659.09,0.7273,0.783450
1753,53.0,100.0,6781.7,4.9,Sedentary,8,359430.10,1.6327,0.643750
1754,60.7,95.8,5369.4,6.5,Active,3,325922.58,0.4615,0.836950
1755,81.7,97.7,2074.8,8.3,Active,2,169511.16,0.2410,0.942050
1756,76.4,99.7,248.6,5.2,Highly_Active,1,18993.04,0.1923,0.863800
1757,84.8,96.8,10.2,6.9,Active,2,864.96,0.2899,0.885950
1758,93.4,98.7,5135.5,3.8,Sedentary,2,479655.70,0.5263,0.777300
1759,0.0,100.0,5494.4,4.9,Highly_Active,7,0.00,1.4286,0.673750
1760,100.9,99.5,7159.7,6.5,Sedentary,7,722413.73,1.0769,0.731750
1761,64.4,96.5,3716.2,4.6,Active,1,239323.28,0.2174,0.828500
1762,73.1,100.0,847.9,7.0,Sedentary,5,61981.49,0.7143,0.812500
1763,101.6,96.3,32826.7,6.6,Active,6,3335192.72,0.9091,0.752700
1764,79.5,99.8,5226.1,5.5,Sedentary,9,415474.95,1.6364,0.635450
1765,59.4,97.2,6258.1,9.2,Highly_Active,3,371731.14,0.3261,0.943800
1766,88.1,99.6,8075.8,6.1,Active,5,711477.98,0.8197,0.777150
1767,61.3,96.7,2803.6,7.8,Highly_Active,4,171860.68,0.5128,0.859300
1768,0.0,98.7,880.3,4.7,Highly_Active,3,0.00,0.6383,0.781050
1769,63.4,96.1,1774.1,6.4,Highly_Active,4,112477.94,0.6250,0.804400
1770,77.7,100.0,121.6,5.1,Highly_Active,6,9448.32,1.1765,0.711250
1771,55.0,99.2,2029.6,8.2,Sedentary,3,111628.00,0.3659,0.914300
1772,50.4,98.5,389.5,5.3,Highly_Active,6,19630.80,1.1321,0.712750
1773,92.7,99.7,10682.5,8.4,Sedentary,4,990267.75,0.4762,0.893800
1774,80.4,98.0,10471.5,6.6,Sedentary,9,841908.60,1.3636,0.669500
1775,41.3,100.0,8081.5,7.8,Active,2,333765.95,0.2564,0.932500
1776,85.8,98.4,1652.0,7.3,Active,5,141741.60,0.6849,0.817350
1777,73.3,100.0,9057.2,6.3,Highly_Active,3,663892.76,0.4762,0.846250
1778,64.5,98.9,5609.0,6.9,Highly_Active,5,361780.50,0.7246,0.804350
1779,51.7,100.0,1707.8,7.6,Sedentary,6,88293.26,0.7895,0.805000
1780,0.0,100.0,1159.7,6.0,Highly_Active,1,0.00,0.1667,0.895000
1781,79.7,95.8,1921.0,6.9,Highly_Active,3,153103.70,0.4348,0.851950
1782,86.8,96.2,2232.7,5.7,Active,4,193798.36,0.7018,0.778550
1783,0.0,100.0,1127.0,4.8,Active,3,0.00,0.6250,0.790000
1784,103.0,97.5,3567.6,6.5,Active,1,367462.80,0.1538,0.903750
1785,55.7,100.0,8277.7,9.5,Active,1,461067.89,0.1053,1.026250
1786,76.9,97.9,22160.3,9.4,Sedentary,5,1704127.07,0.5319,0.894100
1787,64.7,94.2,15460.8,0.0,Sedentary,8,1000313.76,NULL,0.436800
1788,98.1,96.0,5846.9,6.6,Sedentary,9,573580.89,1.3636,0.661500
1789,66.4,100.0,864.9,6.6,Active,7,57429.36,1.0606,0.737500
1790,51.9,99.5,188.1,6.9,Highly_Active,10,9762.39,1.4493,0.656750
1791,74.9,99.9,552.3,4.3,Sedentary,7,41367.27,1.6279,0.650850
1792,74.8,98.3,30845.2,8.0,Active,3,2307220.96,0.3750,0.903200
1793,73.1,98.4,11703.6,5.2,Active,4,855533.16,0.7692,0.768600
1794,82.6,100.0,8306.5,6.6,Active,2,686116.90,0.3030,0.887500
1795,89.6,99.0,4322.4,5.2,Active,4,387287.04,0.7692,0.771000
1796,87.7,97.1,7116.6,6.5,Active,4,624125.82,0.6154,0.812150
1797,50.4,97.3,976.7,7.4,Active,8,49225.68,1.0811,0.726700
1798,85.8,98.6,1871.3,6.7,Active,10,160557.54,1.4925,0.645650
1799,68.5,96.7,8898.4,8.2,Highly_Active,3,609540.40,0.3659,0.904300
1800,104.2,100.0,13848.2,7.7,Sedentary,2,1442982.44,0.2597,0.928750
1801,69.0,100.0,860.9,5.8,Active,6,59402.10,1.0345,0.737500
1802,0.0,98.6,21461.8,9.5,Active,8,0.00,0.8421,0.810650
1803,55.6,94.5,6592.8,8.4,Active,5,366559.68,0.5952,0.843000
