user_id,heart_rate_BPM,blood_oxygen_level,step_count,sleep_duration_hr,activity_level,stress_level,health
1123,64.1,97.3,14502.1,5.6,Sedentary,6,Good
1124,0.0,97.8,9618.3,7.0,Sedentary,7,Good
1125,74.7,99.4,29873.2,5.0,Highly_Active,3,Good
1126,64.0,100.0,1932.5,4.9,Sedentary,5,Good
1127,85.1,97.8,96.9,5.1,Active,2,Good
1128,85.1,97.8,13232.4,7.0,Highly_Active,4,Good
1129,78.1,98.2,20579.2,7.3,Active,6,Good
1130,71.7,100.0,1750.1,8.7,Highly_Active,6,Good
1131,74.1,97.2,7730.7,6.5,Sedentary,4,Good
1132,75.3,97.7,2023.1,5.3,Sedentary,7,Moderate
1133,40.0,97.3,163.9,5.2,Highly_Active,3,Good
1134,62.1,100.0,16235.2,7.2,Active,10,Moderate
1135,90.3,94.5,10645.8,5.3,Sedentary,10,Moderate
1136,74.1,96.3,5216.8,7.5,Highly_Active,5,Good
1137,90.3,97.5,637.4,8.4,Active,7,Good
1138,84.2,100.0,6922.5,6.1,Active,10,Moderate
1139,66.4,99.4,11243.3,5.4,Highly_Active,9,Moderate
1140,71.9,97.7,384.4,6.5,Highly_Active,2,Excellent
1141,80.7,97.0,17626.4,8.5,Active,5,Excellent
1142,86.4,100.0,2663.0,8.8,Active,10,Good
1143,99.8,97.1,5237.8,6.2,Highly_Active,2,Excellent
1144,88.0,98.9,2708.2,5.1,Highly_Active,7,Moderate
1145,88.8,100.0,8184.9,8.1,Highly_Active,6,Good
1146,44.2,96.6,21842.5,5.9,Sedentary,8,Moderate
1147,69.9,96.2,13078.8,2.4,Active,9,Moderate
1148,72.8,95.9,8827.0,7.4,Sedentary,8,Good
1149,93.7,98.8,9582.3,6.7,Active,2,Excellent
1150,0.0,97.3,38172.4,7.2,Sedentary,7,Good
1151,63.3,99.4,7227.6,9.7,Sedentary,6,Excellent
1152,73.3,99.3,916.2,7.6,Sedentary,9,Good
1153,72.4,99.1,10735.0,5.6,Highly_Active,3,Good
1154,100.5,99.3,137.9,6.1,Highly_Active,8,Moderate
1155,68.7,95.2,2283.5,5.6,Sedentary,7,Moderate
1156,59.0,100.0,413.9,5.7,Sedentary,3,Good
1157,52.9,100.0,6102.9,4.5,Highly_Active,9,Moderate
1158,98.8,100.0,2835.9,6.7,Highly_Active,5,Good
1159,78.7,99.2,14046.3,5.5,Active,4,Good
1160,61.1,97.3,2122.9,5.3,Highly_Active,7,Moderate
1161,70.2,97.5,24217.7,8.1,Highly_Active,3,Excellent
1162,92.0,98.6,1701.7,7.4,Active,1,Excellent
1163,0.0,98.1,2238.3,7.0,Highly_Active,10,Moderate
1164,63.0,100.0,3245.6,5.7,Highly_Active,7,Good
1165,79.2,100.0,1492.4,10.6,Sedentary,1,Excellent
1166,52.4,96.2,1306.5,7.5,Highly_Active,8,Good
1167,90.7,96.8,2111.5,6.8,Active,8,Good
1168,90.7,99.8,3106.6,5.7,Sedentary,4,Good
1169,84.9,94.2,13879.8,3.5,Highly_Active,8,Moderate
1170,95.6,100.0,15721.1,8.2,Sedentary,2,Excellent
1171,80.0,96.7,4983.7,0.0,Sedentary,2,Moderate
1172,73.7,97.2,1424.9,7.4,Highly_Active,5,Good
1173,81.8,98.8,5445.6,6.2,Active,10,Moderate
1174,90.3,99.0,25163.9,7.9,Active,3,Excellent
1175,76.1,98.0,514.3,7.7,Highly_Active,1,Excellent
1176,99.1,96.4,729.3,5.7,Sedentary,2,Good
1177,73.8,97.0,4798.6,9.2,Active,9,Good
1178,89.8,95.9,11797.3,4.0,Active,3,Good
1179,59.3,95.6,340.3,4.3,Highly_Active,8,Moderate
1180,105.6,100.0,1836.2,6.8,Sedentary,2,Excellent
1181,65.2,99.8,476.3,4.2,Highly_Active,5,Good
1182,84.8,98.9,3043.4,4.1,Highly_Active,9,Moderate
1183,87.8,96.6,12565.1,8.2,Active,1,Excellent
1184,94.4,98.9,8751.2,7.4,Highly_Active,8,Good
1185,100.2,98.3,2904.7,7.6,Highly_Active,8,Good
1186,57.0,100.0,5318.9,7.5,Active,9,Good
1187,97.8,97.0,2590.1,7.3,Sedentary,7,Good
1188,73.9,98.2,4686.9,5.9,Highly_Active,4,Good
1189,74.5,100.0,1846.1,9.7,Highly_Active,10,Good
1190,98.1,97.8,2310.3,5.7,Active,5,Good
1191,74.2,100.0,32249.5,4.4,Sedentary,4,Good
1192,87.7,99.7,30988.4,3.4,Sedentary,6,Moderate
1193,71.6,100.0,3696.3,6.7,Highly_Active,7,Good
1194,70.8,99.7,15877.8,8.2,Active,7,Good
1195,40.0,100.0,1137.2,6.0,Highly_Active,8,Moderate
1196,76.6,97.4,8838.1,6.8,Active,10,Moderate
1197,82.2,97.4,11243.3,6.4,Active,4,Good
1198,86.7,99.0,426.3,3.3,Highly_Active,8,Moderate
1199,53.3,96.2,511.7,4.2,Sedentary,5,Moderate
1200,73.6,100.0,5621.9,7.8,Sedentary,9,Good
1201,64.3,100.0,1150.1,7.6,Active,10,Moderate
1202,89.5,96.6,8528.0,4.5,Sedentary,4,Good
1203,80.5,98.1,7445.9,6.3,Sedentary,5,Good
1204,64.6,96.5,4327.7,6.4,Highly_Active,10,Moderate
1205,68.7,98.6,3223.3,6.6,Sedentary,2,Excellent
1206,86.9,96.5,726.1,9.4,Highly_Active,10,Good
1207,64.6,99.1,1418.2,6.2,Sedentary,5,Good
1208,64.3,95.0,24749.3,7.9,Active,4,Excellent
1209,78.3,95.4,10962.7,6.8,Sedentary,4,Good
1210,65.8,100.0,5275.0,7.9,Highly_Active,10,Moderate
1211,54.3,99.7,4124.6,6.7,Sedentary,8,Good
1212,44.2,99.6,768.4,4.1,Sedentary,8,Moderate
1213,76.8,97.9,139.3,6.0,Highly_Active,9,Moderate
1214,71.6,100.0,343.1,6.8,Highly_Active,4,Good
1215,61.3,98.8,6925.1,7.2,Sedentary,3,Excellent
1216,56.5,97.8,6560.1,5.7,Active,8,Moderate
1217,54.6,95.8,15691.4,4.6,Highly_Active,5,Good
1218,58.1,96.6,4045.5,9.2,Highly_Active,3,Excellent
1219,94.4,100.0,4431.8,4.7,Sedentary,3,Good
1220,73.6,94.2,3377.5,7.1,Highly_Active,6,Good
1221,82.2,95.2,2221.8,8.0,Active,7,Good
1222,57.0,99.3,11957.6,5.2,Highly_Active,1,Excellent
1223,77.1,98.7,2826.9,7.6,Sedentary,2,Excellent
1224,106.3,99.9,1475.0,5.8,Active,8,Moderate
1225,63.2,97.1,11321.5,6.0,Sedentary,2,Excellent
1226,71.2,94.4,39882.2,6.8,Highly_Active,2,Excellent
1227,274.3,98.6,2604.8,4.6,Highly_Active,1,Good
1228,76.6,97.8,460.0,7.0,Active,2,Excellent
1229,87.8,99.5,5149.9,7.8,Highly_Active,2,Excellent
1230,79.9,97.4,4283.8,5.9,Highly_Active,1,Excellent
1231,0.0,95.2,2858.0,7.0,Highly_Active,4,Good
1232,90.1,98.4,4805.7,7.5,Sedentary,8,Good
1233,55.5,99.1,6552.1,6.7,Sedentary,4,Good
1234,53.3,95.3,12126.0,5.5,Active,3,Good
1235,58.9,100.0,1211.1,5.8,Sedentary,7,Good
1236,79.5,100.0,16159.3,6.4,Highly_Active,6,Good
1237,77.5,98.4,5173.2,7.2,Active,2,Excellent
1238,66.0,100.0,1323.8,6.1,Active,1,Excellent
1239,82.1,96.7,11859.0,6.8,Sedentary,2,Excellent
1240,50.4,96.7,7992.5,7.3,Highly_Active,10,Moderate
1241,81.1,98.3,819.5,0.0,Highly_Active,8,Poor
1242,0.0,95.2,2026.0,5.0,Active,5,Good
1243,71.8,99.5,1886.2,5.8,Sedentary,1,Excellent
1244,92.0,95.3,2214.3,4.0,Sedentary,5,Moderate
1245,74.6,96.6,3200.6,6.8,Active,3,Excellent
1246,90.7,99.6,6550.0,7.6,Highly_Active,4,Excellent
1247,88.4,94.8,42.3,8.0,Sedentary,9,Good
1248,69.7,96.8,573.5,7.8,Highly_Active,3,Excellent
1249,88.5,97.2,4628.7,6.5,Sedentary,4,Good
1250,69.0,96.6,5581.2,5.0,Highly_Active,7,Moderate
1251,62.0,99.2,7227.7,0.0,Highly_Active,5,Moderate
1252,62.1,96.7,4729.4,9.8,Sedentary,2,Excellent
1253,69.2,97.8,16573.7,6.4,Sedentary,6,Good
1254,69.1,95.4,3839.0,4.6,Sedentary,9,Moderate
1255,58.9,96.0,10609.6,4.7,Active,8,Moderate
1256,91.2,97.7,6182.7,6.6,Sedentary,10,Moderate
1257,82.7,96.4,10181.8,6.0,Highly_Active,1,Excellent
1258,97.1,98.6,1662.6,4.7,Sedentary,6,Moderate
1259,0.0,99.5,11559.7,6.5,Highly_Active,7,Good
1260,99.6,97.7,1951.6,5.0,Sedentary,7,Moderate
1261,66.2,97.0,2636.8,5.0,Active,7,Moderate
1262,92.5,100.0,20865.8,4.5,Sedentary,4,Good
1263,67.1,98.2,3086.8,4.9,Sedentary,7,Moderate
1264,67.1,100.0,5302.8,6.4,Active,6,Good
1265,91.6,99.0,7853.4,6.9,Highly_Active,3,Excellent
1266,72.6,96.4,820.0,0.0,Sedentary,1,Moderate
1267,81.8,97.2,6431.1,6.6,Highly_Active,8,Moderate
1268,253.0,94.3,25043.5,5.5,Highly_Active,6,Good
1269,0.0,96.1,7751.6,9.4,Highly_Active,2,Excellent
1270,88.4,100.0,6487.9,5.5,Sedentary,2,Good
1271,86.8,98.3,2071.5,5.7,Highly_Active,7,Moderate
1272,67.5,96.2,8612.1,3.6,Highly_Active,10,Moderate
1273,84.9,99.6,5971.8,6.4,Highly_Active,7,Good
1274,83.0,94.8,19842.2,9.4,Active,10,Good
1275,88.9,96.9,876.3,7.0,Highly_Active,3,Excellent
1276,59.7,96.9,4177.4,4.9,Highly_Active,1,Good
1277,106.1,98.6,7192.6,4.7,Active,5,Good
1278,96.9,99.1,469.5,5.2,Highly_Active,1,Excellent
1279,52.9,100.0,8875.0,4.0,Active,4,Good
1280,78.0,96.7,9792.3,7.7,Highly_Active,6,Good
1281,86.4,97.0,481.5,6.5,Sedentary,8,Moderate
1282,67.5,99.9,11903.9,6.4,Highly_Active,6,Good
1283,61.6,98.2,8276.7,8.1,Active,9,Good
1284,82.5,97.5,1730.6,4.9,Active,8,Moderate
1285,0.0,97.0,11259.4,4.0,Active,7,Moderate
1286,89.2,97.2,5335.6,9.1,Active,7,Good
1287,58.4,99.6,1576.0,7.5,Highly_Active,3,Excellent
1288,108.2,96.8,4899.1,5.4,Active,9,Moderate
1289,52.3,97.7,3022.9,5.5,Sedentary,5,Good
1290,69.1,99.7,6285.9,9.0,Sedentary,10,Good
1291,73.0,96.3,468.8,4.8,Active,4,Good
1292,0.0,94.3,7662.1,8.0,Highly_Active,4,Excellent
1293,58.3,97.8,5643.5,7.8,Sedentary,10,Moderate
1294,92.7,98.5,3621.4,6.3,Sedentary,5,Good
1295,0.0,97.8,223.3,7.0,Highly_Active,10,Moderate
1296,92.0,97.6,3483.2,6.2,Sedentary,6,Good
1297,64.0,98.4,5324.1,5.8,Highly_Active,6,Good
1298,78.5,100.0,20171.3,7.2,Active,5,Good
1299,68.9,93.3,17028.4,5.5,Sedentary,2,Good
1300,55.4,92.9,8679.9,7.2,Highly_Active,7,Good
1301,109.2,98.8,5133.6,8.3,Active,4,Excellent
1302,92.1,95.6,8859.4,5.2,Active,1,Good
1303,77.6,100.0,8388.7,9.0,Highly_Active,1,Excellent
1304,71.6,100.0,18439.8,6.9,Highly_Active,10,Moderate
1305,103.2,100.0,9714.7,5.2,Active,5,Good
1306,61.6,93.8,8546.2,8.9,Highly_Active,10,Good
1307,83.5,95.8,44538.7,4.2,Sedentary,5,Moderate
1308,103.1,94.1,21217.2,4.9,Highly_Active,10,Moderate
1309,82.9,96.4,5005.7,3.1,Highly_Active,5,Moderate
1310,58.5,99.2,2357.3,9.9,Highly_Active,5,Excellent
1311,62.3,93.7,3333.0,5.2,Sedentary,4,Good
1312,57.7,100.0,989.9,8.9,Sedentary,4,Excellent
1313,80.8,97.1,13682.0,5.7,Active,2,Good
1314,215.2,95.1,16072.3,7.0,Active,6,Good
1315,40.0,97.6,2301.3,7.5,Highly_Active,7,Good
1316,69.9,100.0,4256.4,5.4,Highly_Active,3,Good
1317,84.0,100.0,310.3,5.9,Active,2,Excellent
1318,98.6,97.7,23019.9,7.7,Highly_Active,2,Excellent
1319,80.1,99.1,9675.7,7.3,Active,4,Excellent
1320,76.5,99.3,6190.7,6.7,Sedentary,1,Excellent
1321,90.3,100.0,4248.5,5.9,Active,2,Excellent
1322,77.2,98.9,6896.2,6.2,Sedentary,3,Good
1323,65.8,99.9,16218.4,5.1,Highly_Active,2,Good
1324,86.9,97.3,2846.6,5.6,Sedentary,10,Moderate
1325,0.0,99.8,2918.7,7.7,Highly_Active,10,Moderate
1326,87.9,95.5,10285.4,5.1,Sedentary,1,Good
1327,57.7,97.3,6729.0,8.9,Sedentary,1,Excellent
1328,56.4,97.6,15750.1,6.8,Sedentary,10,Moderate
1329,81.3,99.6,1037.5,0.0,Active,7,Poor
1330,78.8,97.4,8114.8,4.5,Highly_Active,6,Moderate
1331,69.7,100.0,1124.1,4.6,Sedentary,7,Moderate
1332,61.2,100.0,3465.7,8.2,Sedentary,7,Good
1333,79.0,92.9,14250.7,7.6,Highly_Active,4,Good
1334,64.7,100.0,1036.4,6.3,Active,4,Good
1335,55.7,98.2,16854.9,4.5,Highly_Active,2,Good
1336,60.2,95.5,785.9,7.4,Sedentary,4,Good
1337,85.5,96.9,5264.2,9.3,Active,10,Good
1338,68.3,100.0,251.7,7.8,Highly_Active,1,Excellent
1339,56.1,100.0,69.6,8.8,Sedentary,7,Good
1340,81.1,100.0,4861.2,7.7,Active,1,Excellent
1341,83.0,98.8,3859.5,6.4,Sedentary,1,Excellent
1342,72.9,98.8,8971.2,4.1,Highly_Active,9,Moderate
1343,67.9,98.7,3182.3,7.2,Active,9,Moderate
1344,69.3,96.5,7472.5,7.2,Active,9,Moderate
1345,70.6,99.8,905.0,9.2,Sedentary,3,Excellent
1346,42.3,99.3,6183.8,5.9,Highly_Active,2,Excellent
1347,87.6,97.2,14048.5,4.4,Highly_Active,2,Good
1348,84.7,98.6,3188.7,8.0,Active,6,Good
1349,73.9,97.6,8537.4,5.8,Sedentary,5,Good
1350,72.4,96.0,5161.1,7.7,Active,3,Excellent
1351,72.9,100.0,5268.2,8.2,Sedentary,5,Excellent
1352,85.5,99.6,12952.9,4.5,Active,8,Moderate
1353,64.3,96.5,6326.8,6.9,Highly_Active,5,Good
1354,256.4,96.0,9969.2,7.4,Sedentary,4,Good
1355,51.2,100.0,5030.9,5.2,Active,9,Moderate
1356,82.0,97.4,1257.6,6.5,Highly_Active,10,Moderate
1357,103.4,97.9,5029.6,4.9,Active,5,Good
1358,0.0,94.4,8553.7,9.7,Sedentary,1,Excellent
1359,77.9,98.7,529.7,6.2,Highly_Active,10,Moderate
1360,62.4,98.3,13302.6,6.2,Highly_Active,5,Good
1361,93.7,95.5,2294.1,6.3,Sedentary,4,Good
1362,61.8,96.9,58.6,9.1,Active,3,Excellent
1363,46.1,100.0,2004.8,6.1,Active,7,Good
1364,70.2,95.3,8357.1,6.9,Active,6,Good
1365,95.1,98.1,4889.1,7.0,Highly_Active,3,Excellent
1366,79.7,99.0,25305.1,8.0,Sedentary,6,Good
1367,76.4,98.0,9059.2,0.0,Highly_Active,8,Poor
1368,96.2,99.5,16664.9,5.6,Sedentary,8,Moderate
1369,0.0,98.5,2497.0,8.1,Active,8,Good
1370,66.4,100.0,2430.2,7.2,Sedentary,8,Good
1371,69.2,96.6,686.5,8.1,Sedentary,8,Good
1372,49.2,95.8,32251.6,5.1,Highly_Active,4,Good
1373,81.6,98.9,13969.5,7.2,Highly_Active,1,Excellent
1374,78.3,98.5,16665.7,7.5,Sedentary,8,Good
1375,80.4,94.7,1132.6,6.5,Active,10,Moderate
1376,81.1,95.7,1720.2,5.7,Sedentary,7,Moderate
1377,83.1,99.0,8301.4,3.8,Sedentary,8,Moderate
1378,93.0,96.5,1063.7,8.1,Highly_Active,4,Excellent
1379,70.6,99.5,11775.5,5.8,Active,7,Good
1380,105.7,100.0,777.3,6.5,Active,8,Good
1381,104.9,97.3,9174.9,7.6,Highly_Active,1,Excellent
1382,83.2,100.0,1825.9,6.7,Highly_Active,2,Excellent
1383,66.2,95.1,84.1,5.5,Sedentary,3,Good
1384,68.8,96.2,108.4,7.4,Active,5,Good
1385,67.1,99.2,1701.3,3.6,Highly_Active,4,Good
1386,67.4,97.4,12283.0,4.3,Sedentary,4,Good
1387,88.8,98.1,13010.0,5.1,Highly_Active,5,Good
1388,96.1,96.8,629.3,8.4,Active,8,Good
1389,75.5,97.8,989.6,8.1,Active,6,Good
1390,61.0,97.7,2491.8,5.3,Highly_Active,6,Good
1391,59.9,98.9,3016.8,0.0,Highly_Active,2,Moderate
1392,83.6,98.4,6723.8,6.2,Highly_Active,3,Good
1393,92.9,97.6,15729.1,7.1,Sedentary,5,Good
1394,100.8,94.2,397.0,4.5,Sedentary,3,Good
1395,86.0,97.8,10913.0,4.7,Highly_Active,7,Moderate
1396,70.6,97.8,17484.9,8.2,Highly_Active,4,Excellent
1397,84.5,99.5,25.7,7.0,Sedentary,3,Excellent
1398,85.2,98.1,5990.4,5.8,Active,5,Good
1399,90.0,98.6,5638.4,7.0,Active,1,Excellent
1400,54.6,97.3,4621.0,6.1,Highly_Active,6,Good
1401,59.5,98.7,10253.0,6.3,Highly_Active,1,Excellent
1402,76.3,96.1,1961.6,7.0,Sedentary,2,Excellent
1403,82.8,97.1,3707.3,6.2,Active,3,Good
1404,90.9,100.0,5636.0,9.8,Highly_Active,8,Good
1405,88.2,97.4,4498.4,7.2,Highly_Active,7,Good
1406,75.6,97.7,9848.6,5.5,Highly_Active,5,Good
1407,79.8,96.7,4094.6,5.6,Highly_Active,2,Good
1408,97.6,97.1,3821.1,7.3,Active,5,Good
1409,59.3,97.5,4232.0,6.5,Highly_Active,3,Good
1410,92.4,97.0,12221.8,2.8,Active,8,Moderate
1411,74.0,93.9,10495.4,3.7,Active,1,Good
1412,78.3,97.1,9994.3,5.9,Sedentary,3,Good
1413,80.9,96.6,5729.8,7.3,Active,6,Good
1414,88.4,100.0,9108.7,0.0,Active,10,Poor
1415,74.5,97.1,5439.5,7.2,Highly_Active,5,Good
1416,102.1,98.8,8726.0,5.4,Sedentary,10,Moderate
1417,69.9,100.0,9800.5,5.6,Highly_Active,2,Excellent
1418,92.1,98.9,5678.5,5.6,Sedentary,4,Good
1419,61.7,96.0,1878.7,7.5,Sedentary,5,Good
1420,59.2,95.5,11717.3,5.4,Active,6,Good
1421,84.1,96.8,9093.6,5.1,Highly_Active,8,Moderate
1422,82.9,100.0,6764.7,6.6,Active,8,Good
1423,78.0,98.0,2269.2,6.9,Highly_Active,1,Excellent
1424,76.9,96.3,1864.3,4.3,Highly_Active,7,Moderate
1425,85.2,98.2,615.1,7.1,Highly_Active,6,Good
1426,66.3,96.3,4961.3,7.8,Sedentary,2,Excellent
1427,63.6,95.2,4451.9,5.6,Highly_Active,1,Excellent
1428,100.0,95.9,148.9,7.8,Active,10,Moderate
1429,90.9,96.4,706.0,5.6,Active,3,Good
1430,63.7,100.0,5339.1,5.8,Active,2,Excellent
1431,69.9,98.6,8577.5,5.1,Highly_Active,6,Good
1432,88.8,97.8,9041.5,0.0,Highly_Active,4,Moderate
1433,76.2,96.9,1835.6,4.5,Active,1,Good
1434,112.0,99.7,1295.2,8.0,Sedentary,6,Good
1435,87.7,97.7,1623.2,7.3,Highly_Active,4,Good
1436,78.5,96.8,221.8,6.4,Highly_Active,6,Good
1437,73.9,96.7,9.2,7.2,Sedentary,1,Excellent
1438,70.7,97.9,9314.5,8.3,Active,7,Good
1439,62.0,98.8,12134.7,6.5,Highly_Active,6,Good
1440,73.7,100.0,10298.0,7.3,Sedentary,6,Good
1441,68.5,95.1,3603.0,8.3,Highly_Active,6,Good
1442,97.7,98.1,2052.6,9.0,Sedentary,7,Good
1443,106.2,98.7,401.1,6.4,Active,6,Good
1444,64.7,98.3,7171.9,0.0,Sedentary,9,Poor
1445,76.1,95.5,937.0,4.6,Sedentary,8,Moderate
1446,80.0,99.5,1529.3,6.6,Sedentary,5,Good
1447,49.1,99.4,9173.9,7.0,Highly_Active,2,Excellent
1448,82.2,98.1,10708.7,2.7,Sedentary,10,Poor
1449,68.4,100.0,1025.6,4.1,Active,8,Moderate
1450,77.6,97.3,20600.2,7.8,Active,9,Good
1451,101.4,97.7,12303.7,5.8,Active,9,Moderate
1452,49.2,93.6,453.2,5.5,Sedentary,3,Good
1453,94.5,99.0,25999.8,6.0,Sedentary,7,Good
1454,63.3,96.3,5540.1,7.7,Active,4,Excellent
1455,82.2,97.3,2521.2,7.8,Active,3,Excellent
1456,87.5,99.2,2993.2,6.8,Highly_Active,2,Excellent
1457,71.7,98.8,3688.0,7.0,Sedentary,10,Moderate
1458,56.5,96.8,2075.6,8.7,Active,1,Excellent
1459,64.4,98.0,1535.5,7.8,Sedentary,3,Excellent
1460,87.4,98.4,5124.3,8.8,Sedentary,2,Excellent
1461,82.3,96.8,1577.9,5.8,Active,8,Moderate
1462,55.0,93.8,11600.7,7.9,Active,7,Good
1463,83.4,97.5,21984.7,8.2,Highly_Active,4,Excellent
1464,94.9,99.5,10036.3,5.3,Active,6,Good
1465,78.3,95.8,653.7,6.0,Active,6,Good
1466,95.5,96.2,3826.7,3.7,Highly_Active,6,Moderate
1467,49.4,100.0,13030.1,4.8,Highly_Active,8,Moderate
1468,84.3,100.0,2136.9,5.8,Highly_Active,10,Moderate
1469,76.7,96.8,4200.9,5.3,Highly_Active,9,Moderate
1470,73.4,98.0,5810.3,7.6,Highly_Active,7,Good
1471,103.2,97.9,6065.0,2.7,Highly_Active,9,Moderate
1472,94.0,99.1,13889.9,7.2,Sedentary,2,Excellent
1473,79.5,97.7,17518.5,6.6,Active,8,Moderate
1474,65.1,99.7,18466.3,0.0,Sedentary,3,Moderate
1475,53.0,97.0,533.7,8.3,Sedentary,10,Moderate
1476,61.9,94.1,22622.6,6.4,Active,3,Good
1477,89.3,97.3,19051.6,8.8,Sedentary,7,Good
1478,77.3,99.8,1037.4,8.0,Highly_Active,3,Excellent
1479,80.0,99.9,1693.0,5.8,Active,4,Good
1480,76.6,95.9,578.7,7.8,Highly_Active,10,Moderate
1481,56.9,98.8,8582.7,9.0,Sedentary,2,Excellent
1482,90.2,95.7,8282.1,5.1,Sedentary,3,Good
1483,66.4,98.0,2824.1,7.8,Highly_Active,4,Excellent
1484,82.5,96.5,7475.3,6.5,Highly_Active,6,Good
1485,86.6,100.0,18374.7,8.5,Active,9,Good
1486,88.2,100.0,7567.1,4.9,Sedentary,5,Good
1487,92.9,97.5,5445.1,5.1,Highly_Active,6,Good
1488,80.0,99.3,1524.5,5.6,Active,7,Moderate
1489,79.3,100.0,205.9,7.4,Sedentary,3,Excellent
1490,43.4,96.0,1964.4,5.9,Highly_Active,9,Moderate
1491,87.4,95.3,18342.3,6.7,Highly_Active,5,Good
1492,54.0,96.1,29189.5,4.7,Sedentary,2,Good
1493,89.5,98.6,22.7,8.1,Sedentary,1,Excellent
1494,63.8,96.6,8193.9,6.9,Highly_Active,1,Excellent
1495,81.9,96.7,25104.3,6.2,Active,3,Good
1496,87.3,96.4,6982.2,4.1,Highly_Active,4,Good
1497,66.0,96.6,3345.4,7.4,Sedentary,5,Good
1498,102.1,97.0,9836.3,6.7,Active,3,Good
1499,75.5,97.7,11450.1,7.4,Active,6,Good
1500,71.8,96.1,3179.5,7.0,Sedentary,7,Good
1501,92.3,99.8,5053.2,6.2,Highly_Active,5,Good
1502,106.5,99.2,3904.5,4.8,Highly_Active,6,Moderate
1503,77.0,96.2,9809.3,4.9,Sedentary,3,Good
1504,98.1,98.3,21401.0,8.0,Sedentary,3,Excellent
1505,67.3,97.8,19571.9,5.1,Highly_Active,3,Good
1506,47.0,100.0,12322.4,0.0,Sedentary,10,Poor
1507,86.9,100.0,5418.4,7.3,Highly_Active,1,Excellent
1508,69.2,99.6,105.0,6.1,Active,2,Excellent
1509,96.1,99.3,7754.6,6.1,Sedentary,10,Moderate
1510,78.7,97.6,2027.1,5.1,Active,2,Good
1511,79.9,98.4,1329.1,6.3,Sedentary,10,Moderate
1512,76.2,93.6,17147.7,4.7,Active,6,Moderate
1513,85.1,100.0,2561.6,7.7,Sedentary,5,Good
1514,55.8,100.0,466.7,0.0,Active,8,Poor
1515,51.1,97.1,1524.7,8.1,Active,7,Good
1516,81.5,95.3,2545.3,6.2,Sedentary,4,Good
1517,91.7,98.7,5685.2,4.6,Highly_Active,9,Moderate
1518,79.6,98.4,7261.3,0.0,Active,5,Moderate
1519,79.9,96.2,4715.9,7.3,Active,7,Good
1520,48.5,96.1,346.3,5.8,Highly_Active,6,Good
1521,66.8,95.3,185.4,5.6,Active,4,Good
1522,47.0,100.0,5635.7,6.1,Sedentary,7,Good
1523,69.9,97.5,4532.5,6.9,Highly_Active,6,Good
1524,51.0,98.0,1473.5,5.9,Sedentary,7,Good
1525,74.6,97.0,3938.2,7.6,Sedentary,7,Good
1526,74.4,100.0,5345.8,0.0,Highly_Active,3,Moderate
1527,94.7,96.6,5020.9,6.4,Active,3,Good
1528,88.1,98.2,8085.4,6.5,Active,8,Moderate
1529,93.2,96.6,9083.2,7.2,Sedentary,1,Excellent
1530,50.0,96.3,9427.0,7.9,Active,9,Good
1531,50.5,99.6,6159.1,7.1,Active,6,Good
1532,52.4,98.9,11183.2,6.2,Active,2,Excellent
1533,77.9,100.0,6338.9,7.3,Highly_Active,6,Good
1534,84.8,97.1,1897.5,10.0,Sedentary,4,Excellent
1535,81.4,95.3,4040.8,8.6,Highly_Active,7,Good
1536,47.1,100.0,4753.0,5.1,Sedentary,8,Moderate
1537,0.0,95.3,18245.7,8.4,Sedentary,6,Good
1538,74.1,96.4,6326.8,3.6,Highly_Active,1,Good
1539,75.6,99.7,6635.0,9.0,Highly_Active,4,Excellent
1540,79.4,98.4,8209.8,7.8,Highly_Active,4,Excellent
1541,47.5,98.1,22211.6,8.7,Active,3,Excellent
1542,110.9,97.5,712.3,5.8,Active,2,Good
1543,83.8,100.0,8179.9,7.2,Active,2,Excellent
1544,55.8,94.1,7051.0,7.1,Active,10,Moderate
1545,67.2,98.2,5284.9,4.9,Sedentary,1,Good
1546,51.0,100.0,45.2,5.8,Highly_Active,3,Good
1547,75.5,97.7,15415.1,9.1,Highly_Active,8,Good
1548,0.0,97.8,10585.8,7.1,Sedentary,3,Excellent
1549,87.5,99.7,8201.4,6.9,Sedentary,1,Excellent
1550,69.6,97.4,7708.1,5.8,Highly_Active,1,Excellent
1551,84.8,100.0,8475.5,0.0,Sedentary,8,Poor
1552,71.4,98.7,854.5,5.3,Highly_Active,3,Good
1553,88.7,100.0,14283.5,7.9,Active,8,Good
1554,103.9,98.1,6383.9,7.3,Active,1,Excellent
1555,85.2,96.5,10968.7,6.7,Sedentary,3,Good
1556,91.1,95.0,12130.7,5.0,Highly_Active,1,Good
1557,91.0,98.4,1359.1,6.1,Active,5,Good
1558,89.4,100.0,9825.9,4.8,Active,3,Good
1559,0.0,98.8,19530.9,6.7,Highly_Active,10,Moderate
1560,70.6,97.9,8276.7,6.3,Sedentary,6,Good
1561,50.8,95.9,1169.1,3.0,Sedentary,10,Poor
1562,0.0,96.1,3488.9,6.7,Sedentary,4,Good
1563,95.7,93.4,8716.1,5.5,Highly_Active,6,Moderate
1564,81.0,100.0,6650.0,7.1,Sedentary,10,Moderate
1565,103.9,100.0,6491.8,3.8,Sedentary,8,Moderate
1566,44.0,100.0,4732.8,6.1,Active,8,Moderate
1567,0.0,94.7,7333.0,8.1,Highly_Active,10,Moderate
