user_id,heart_rate_BPM,blood_oxygen_level,step_count,sleep_duration_hr,activity_level,stress_level
2357,62.1,96.2,20379.2,5.8,Active,1
2358,84.4,98.0,12335.5,8.0,Sedentary,6
2359,93.3,98.3,11151.1,10.5,Active,9
2360,65.8,98.5,4386.0,8.1,Sedentary,9
2361,48.0,98.3,1621.6,5.8,Highly_Active,2
2362,72.4,99.4,1372.1,5.6,Active,3
2363,61.3,98.5,7265.5,3.8,Highly_Active,4
2364,75.0,99.1,7865.4,7.8,Highly_Active,8
2365,74.2,97.2,11434.3,4.3,Active,10
2366,79.6,97.6,6559.3,4.5,Sedentary,6
2367,100.5,97.8,1389.4,7.2,Active,1
2368,81.3,98.8,1429.3,7.7,Highly_Active,1
2369,75.3,99.5,678.8,6.8,Sedentary,1
2370,97.1,99.6,18860.4,7.2,Highly_Active,9
2371,58.4,100.0,6714.8,9.6,Sedentary,1
2372,47.1,96.3,757.1,5.3,Active,6
2373,64.5,97.1,14562.8,5.8,Sedentary,10
2374,66.4,96.4,867.4,5.3,Active,6
2375,93.4,100.0,7036.0,0.0,Active,2
2376,59.1,98.8,4471.5,8.4,Sedentary,1
2377,82.8,100.0,5718.8,7.4,Active,6
2378,76.2,97.5,10124.2,4.9,Sedentary,4
2379,55.2,100.0,2389.6,8.8,Active,2
2380,81.0,100.0,7067.3,8.0,Sedentary,3
2381,58.3,100.0,3593.3,8.1,Active,1
2382,65.9,99.2,7523.5,6.0,Active,9
2383,51.2,98.8,21.5,4.5,Active,6
2384,90.7,94.7,13914.6,5.3,Sedentary,5
2385,62.2,96.0,20999.9,7.0,Active,2
2386,99.8,95.7,910.7,7.9,Highly_Active,5
2387,68.0,99.2,22547.6,6.8,Sedentary,10
2388,51.4,95.7,11699.3,6.9,Sedentary,3
2389,101.8,94.8,10436.5,5.2,Active,7
2390,69.4,99.4,206.9,9.8,Sedentary,7
2391,71.0,100.0,10159.8,7.8,Active,10
2392,79.8,95.8,12616.6,3.0,Sedentary,3
2393,76.8,98.3,289.1,0.0,Sedentary,5
2394,40.5,98.1,4290.8,6.2,Highly_Active,4
2395,81.5,100.0,624.8,5.9,Highly_Active,1
2396,57.3,97.9,13536.7,4.7,Highly_Active,10
2397,77.9,96.7,1784.7,6.9,Active,8
2398,90.7,93.8,519.4,7.1,Highly_Active,2
2399,69.9,100.0,5052.0,6.1,Highly_Active,7
2400,87.6,99.7,18479.4,0.0,Highly_Active,7
2401,71.4,94.5,113.3,5.9,Active,4
2402,89.9,94.8,15187.3,6.8,Highly_Active,9
2403,60.0,97.3,2334.4,7.1,Highly_Active,8
2404,82.5,97.5,4476.9,8.1,Active,6
2405,76.7,99.0,19476.5,4.7,Active,1
2406,58.3,95.1,6251.1,9.0,Highly_Active,7
2407,74.5,93.9,9974.3,6.1,Sedentary,7
2408,84.8,95.7,14852.5,5.1,Active,2
2409,71.6,96.9,4824.3,0.0,Active,8
2410,65.9,98.3,1482.9,7.3,Active,8
2411,79.8,95.2,12638.0,0.0,Highly_Active,10
2412,84.1,97.2,2975.7,6.7,Active,6
2413,64.5,99.0,3368.2,7.2,Sedentary,8
2414,65.6,100.0,2755.1,4.5,Highly_Active,1
2415,89.0,97.5,12058.2,0.0,Sedentary,6
2416,59.5,95.9,1596.3,5.9,Highly_Active,2
2417,69.3,98.3,27280.4,6.5,Sedentary,1
2418,85.0,97.9,12171.2,6.1,Active,3
2419,71.6,96.7,5610.2,5.9,Highly_Active,10
2420,64.8,95.8,10911.8,4.7,Sedentary,1
2421,223.3,96.6,4226.9,5.2,Highly_Active,3
2422,97.2,94.7,9881.5,7.8,Sedentary,2
2423,61.6,99.6,454.9,6.3,Sedentary,4
2424,40.0,96.2,2668.7,9.6,Highly_Active,9
2425,54.5,96.3,1841.0,7.0,Highly_Active,1
2426,44.1,94.6,4372.8,5.5,Sedentary,10
2427,72.2,96.7,4180.3,6.3,Active,5
2428,115.7,98.3,446.6,5.6,Sedentary,1
2429,0.0,98.5,727.6,6.5,Highly_Active,5
2430,83.9,98.7,1452.1,8.5,Highly_Active,8
2431,61.5,96.3,738.9,6.4,Sedentary,8
2432,82.7,97.4,6434.8,6.1,Active,2
2433,40.0,100.0,24689.5,6.3,Sedentary,10
2434,80.8,95.4,7718.0,8.6,Highly_Active,8
2435,50.1,99.5,14686.6,6.8,Sedentary,10
2436,93.6,97.0,5223.9,6.7,Sedentary,8
2437,68.7,93.7,10685.4,5.8,Active,8
2438,91.4,96.4,4671.4,5.0,Sedentary,7
2439,77.1,100.0,1023.1,3.9,Sedentary,1
2440,99.3,100.0,943.9,9.8,Highly_Active,6
2441,59.7,98.3,18529.7,6.0,Active,7
2442,42.2,98.1,637.5,0.0,Sedentary,1
2443,84.8,95.5,787.2,5.8,Active,3
2444,70.8,97.8,945.7,8.1,Sedentary,8
2445,95.2,95.5,3205.4,6.7,Active,4
2446,96.1,98.5,2645.6,7.2,Highly_Active,6
2447,76.4,100.0,7934.1,7.9,Sedentary,4
2448,63.6,95.9,3223.5,9.1,Active,5
2449,64.4,96.0,2980.6,8.1,Sedentary,9
2450,53.9,96.3,1976.2,5.4,Highly_Active,5
2451,65.5,96.1,20966.4,5.1,Active,3
2452,68.8,94.7,15352.5,7.1,Sedentary,6
2453,93.0,99.7,1954.4,7.6,Sedentary,10
2454,50.7,100.0,11489.9,5.7,Sedentary,7
2455,59.3,99.3,22386.3,4.1,Sedentary,1
2456,62.1,98.0,2524.0,9.0,Highly_Active,1
2457,72.7,97.0,7680.2,5.9,Sedentary,2
2458,67.3,97.5,10329.8,6.6,Highly_Active,7
2459,65.2,98.7,999.2,9.4,Sedentary,10
2460,82.0,96.3,174.6,10.2,Active,4
2461,55.4,94.9,7790.0,6.6,Sedentary,4
2462,78.5,99.8,17760.8,7.9,Sedentary,9
2463,81.4,100.0,6388.8,7.5,Sedentary,6
2464,66.3,100.0,1561.0,5.9,Sedentary,1
2465,66.6,100.0,3878.1,7.5,Sedentary,7
2466,69.8,100.0,4733.9,7.5,Sedentary,5
2467,0.0,97.5,810.0,9.5,Active,10
2468,87.3,96.9,2332.6,8.5,Highly_Active,6
2469,80.3,98.5,5521.5,7.3,Highly_Active,7
2470,71.3,98.2,3979.7,0.0,Highly_Active,6
2471,87.4,96.8,4036.8,6.0,Sedentary,4
2472,87.2,95.9,1666.4,5.2,Highly_Active,7
2473,82.7,97.8,6842.7,8.5,Active,4
2474,85.2,98.7,3643.5,8.9,Active,7
2475,54.3,96.9,329.2,8.4,Sedentary,9
2476,77.2,96.6,5231.8,5.3,Sedentary,2
2477,71.5,100.0,10209.9,6.2,Highly_Active,4
2478,76.5,96.1,1681.4,0.0,Active,10
2479,114.4,97.4,121.2,6.5,Active,10
2480,78.9,98.5,2366.1,0.0,Sedentary,9
2481,67.9,99.4,3431.8,6.1,Sedentary,8
2482,57.9,100.0,3460.6,7.1,Sedentary,9
2483,76.8,98.0,8264.7,6.7,Active,8
2484,78.3,96.9,7667.5,7.5,Active,1
2485,85.3,98.0,17724.4,6.6,Sedentary,3
2486,74.1,99.9,3915.0,4.8,Active,8
2487,109.6,94.0,1258.7,5.7,Active,4
2488,62.2,100.0,10441.7,0.0,Sedentary,8
2489,107.6,99.8,5089.1,6.6,Sedentary,10
2490,62.5,96.7,361.3,3.7,Sedentary,2
2491,70.3,99.9,9643.2,7.3,Sedentary,4
2492,61.9,100.0,2774.0,6.7,Highly_Active,6
2493,62.4,98.7,7889.2,7.0,Sedentary,7
2494,83.8,95.9,962.1,7.7,Active,7
2495,40.0,97.1,1042.8,7.8,Highly_Active,10
2496,66.8,100.0,3124.8,6.5,Active,7
2497,93.7,100.0,12585.2,0.0,Highly_Active,10
2498,81.8,100.0,8282.1,6.9,Sedentary,3
2499,74.9,96.7,10920.9,8.0,Highly_Active,1
2500,91.9,98.8,12270.0,7.1,Highly_Active,4
2501,60.7,97.5,5697.2,5.4,Active,1
2502,59.7,100.0,4084.4,6.2,Active,10
2503,82.2,97.7,1792.6,7.1,Active,7
2504,64.7,98.5,9340.0,7.3,Sedentary,10
2505,75.7,92.0,2030.1,6.6,Sedentary,9
2506,88.9,97.4,7999.5,6.3,Highly_Active,1
2507,76.7,100.0,4891.6,6.1,Active,1
2508,81.0,100.0,9578.2,3.8,Active,2
2509,119.2,97.3,9786.5,6.8,Active,8
2510,104.7,98.4,1166.0,5.7,Highly_Active,10
2511,62.7,96.3,8813.3,6.0,Active,1
2512,55.3,94.2,2339.8,4.1,Active,1
2513,0.0,100.0,11625.5,7.9,Active,7
2514,77.0,96.2,9578.8,5.9,Sedentary,3
2515,89.9,97.6,8764.7,7.8,Active,8
2516,0.0,96.3,14769.0,7.3,Highly_Active,9
2517,48.1,98.1,3804.4,7.9,Active,7
2518,87.1,94.4,6510.0,4.5,Highly_Active,6
2519,59.6,100.0,7882.6,7.6,Highly_Active,6
2520,67.0,96.3,763.1,7.2,Sedentary,5
2521,69.4,97.9,16096.1,7.7,Sedentary,10
2522,60.8,99.5,3911.3,8.7,Active,7
2523,82.6,96.3,499.1,6.7,Active,1
2524,87.1,95.8,13921.5,7.7,Sedentary,4
2525,85.1,95.3,1633.2,4.7,Highly_Active,8
2526,88.0,100.0,5212.9,7.3,Active,8
2527,82.9,100.0,4909.7,2.1,Sedentary,7
2528,84.9,98.3,4572.3,8.2,Highly_Active,3
2529,68.9,99.6,4534.9,4.6,Sedentary,3
2530,105.9,97.6,7952.7,6.9,Active,5
2531,58.4,97.5,3469.7,6.9,Highly_Active,1
2532,57.4,99.9,2262.4,6.7,Sedentary,3
2533,75.4,99.6,16189.7,6.9,Sedentary,1
2534,83.9,96.3,2413.9,6.5,Sedentary,3
2535,83.6,97.5,927.2,5.6,Sedentary,7
2536,77.9,98.4,7923.2,6.8,Active,9
2537,74.7,96.1,182.2,9.0,Active,8
2538,77.4,94.6,1660.9,5.0,Sedentary,8
2539,62.3,98.0,7986.4,8.1,Sedentary,3
2540,104.1,99.9,1062.8,8.7,Sedentary,3
2541,83.8,96.7,18519.5,4.8,Sedentary,7
2542,80.1,94.1,1939.6,5.1,Sedentary,3
2543,74.4,97.9,722.6,5.1,Highly_Active,3
2544,72.2,97.9,12009.5,6.4,Highly_Active,6
2545,99.4,96.5,10877.9,7.2,Sedentary,1
2546,84.8,98.3,7180.6,0.0,Active,7
2547,80.9,98.4,8537.4,6.8,Sedentary,9
2548,58.0,100.0,2363.4,4.8,Sedentary,8
2549,70.5,98.6,4728.2,5.2,Highly_Active,6
2550,74.9,99.8,3897.2,6.2,Highly_Active,3
2551,83.5,94.4,4194.3,5.9,Active,10
2552,64.0,98.1,5360.5,7.7,Highly_Active,4
2553,75.3,95.9,6226.5,5.2,Active,2
2554,80.9,99.5,4470.9,8.7,Active,7
2555,75.5,96.9,992.4,6.9,Active,9
2556,96.3,92.8,1217.4,5.7,Sedentary,4
2557,105.3,97.3,7924.7,7.5,Active,6
2558,70.9,96.7,2912.1,10.2,Highly_Active,4
2559,82.2,95.8,12207.5,6.1,Active,7
2560,79.4,96.2,6629.8,6.1,Sedentary,10
2561,82.8,99.1,5815.1,6.9,Highly_Active,9
2562,63.2,96.8,4873.3,5.6,Active,3
2563,90.6,98.9,5020.6,5.5,Active,3
2564,57.9,97.3,2597.6,6.0,Sedentary,2
2565,91.9,93.1,3322.5,10.1,Highly_Active,10
2566,85.0,99.2,2581.1,7.4,Highly_Active,4
2567,99.5,97.1,10750.9,7.8,Sedentary,10
2568,61.3,98.5,362.0,5.4,Sedentary,5
2569,61.8,98.2,6022.4,5.4,Active,2
2570,56.0,97.2,6979.5,4.7,Sedentary,4
2571,74.2,99.7,2801.9,6.7,Sedentary,1
2572,0.0,99.8,4454.8,5.5,Sedentary,3
2573,100.0,97.3,5333.0,10.1,Sedentary,8
2574,70.4,96.7,15618.7,6.0,Active,3
2575,81.3,98.2,26.6,6.5,Sedentary,4
2576,69.9,98.4,4791.3,5.8,Active,4
2577,82.3,100.0,7800.5,3.3,Active,10
2578,98.8,97.0,5116.4,2.6,Active,5
2579,77.0,96.8,1201.5,5.7,Sedentary,3
2580,87.3,100.0,277.1,5.6,Highly_Active,6
2581,85.9,98.4,12565.4,4.9,Sedentary,3
2582,0.0,100.0,3817.3,8.6,Sedentary,2
2583,60.1,99.3,3976.1,9.1,Sedentary,2
2584,77.5,99.6,1102.7,9.5,Sedentary,9
2585,101.8,96.3,4492.4,6.0,Highly_Active,2
2586,69.4,99.3,3306.1,8.4,Highly_Active,1
2587,69.1,99.6,9195.2,6.2,Active,7
2588,74.7,97.9,2175.9,4.7,Highly_Active,6
2589,56.6,99.2,5348.4,4.0,Sedentary,3
2590,78.6,97.6,6644.1,0.0,Active,9
2591,92.0,97.2,652.7,1.4,Active,1
2592,77.4,99.2,5572.8,8.1,Sedentary,4
2593,64.0,95.2,20262.1,7.8,Active,6
2594,91.6,96.3,13366.3,2.9,Highly_Active,5
2595,60.6,100.0,1697.9,7.2,Active,4
2596,55.5,94.9,3561.0,6.8,Highly_Active,3
2597,92.3,98.5,11293.1,9.9,Active,9
2598,53.4,97.1,27806.3,6.6,Sedentary,9
2599,52.8,98.6,11840.6,4.5,Highly_Active,9
2600,54.6,100.0,7301.8,5.2,Sedentary,1
2601,66.1,97.5,5806.6,5.1,Highly_Active,5
2602,84.0,95.3,8473.0,6.5,Sedentary,7
2603,65.1,100.0,786.6,7.6,Active,8
2604,65.3,99.4,3262.3,9.0,Active,10
2605,70.4,99.5,14307.2,6.0,Sedentary,8
2606,56.9,95.2,877.4,6.6,Sedentary,8
2607,80.5,98.6,3777.6,6.1,Active,10
2608,0.0,98.5,4047.5,5.6,Sedentary,5
2609,59.0,99.1,3003.5,6.9,Sedentary,10
2610,54.9,98.4,13305.8,5.3,Highly_Active,9
2611,85.8,98.6,13325.9,10.7,Active,6
2612,0.0,98.3,6921.8,6.0,Active,6
2613,62.5,99.4,10178.8,7.7,Sedentary,5
2614,74.0,94.9,2197.8,0.0,Sedentary,7
2615,88.2,99.1,43447.6,7.1,Sedentary,3
2616,76.2,100.0,10621.8,7.3,Sedentary,5
2617,75.3,100.0,3584.9,6.9,Sedentary,4
2618,47.4,99.5,1482.2,6.1,Sedentary,4
2619,40.0,97.3,5587.3,7.7,Sedentary,7
2620,79.2,97.4,10664.5,6.2,Active,2
2621,65.0,97.3,5644.4,5.1,Highly_Active,2
2622,77.0,100.0,3340.2,7.7,Highly_Active,8
2623,84.6,97.6,6265.0,6.8,Active,3
2624,87.5,96.3,32468.0,7.8,Highly_Active,9
2625,57.3,94.7,110.4,5.8,Highly_Active,4
2626,59.3,99.3,461.7,9.4,Sedentary,6
2627,74.2,96.8,6745.3,3.3,Highly_Active,1
2628,77.1,99.9,8023.6,7.0,Active,6
2629,0.0,98.6,12950.7,8.8,Highly_Active,10
2630,62.1,99.0,51648.3,4.9,Sedentary,6
2631,74.0,96.5,39.6,3.5,Highly_Active,10
2632,64.5,100.0,13825.3,7.2,Active,2
2633,71.8,99.4,1132.5,2.8,Highly_Active,5
2634,79.3,96.7,983.2,6.4,Active,1
2635,99.0,99.6,1205.6,8.3,Highly_Active,1
2636,56.9,97.3,17786.9,7.7,Sedentary,7
2637,98.8,98.8,3816.3,4.7,Sedentary,4
2638,67.7,97.9,12063.7,7.8,Highly_Active,1
2639,59.6,100.0,33771.3,6.7,Sedentary,5
2640,95.8,95.1,2952.0,0.0,Sedentary,7
2641,70.4,99.9,451.8,3.7,Highly_Active,2
2642,77.7,100.0,551.3,6.2,Sedentary,1
2643,88.6,95.8,18510.9,5.8,Active,4
2644,77.9,97.4,8400.0,6.2,Sedentary,9
2645,97.3,97.7,2525.6,6.0,Highly_Active,1
2646,83.6,97.5,9128.9,8.0,Sedentary,5
2647,84.5,98.1,7909.3,6.7,Highly_Active,2
2648,82.7,97.1,420.2,4.4,Sedentary,10
2649,106.3,100.0,4784.7,7.1,Highly_Active,8
2650,56.0,99.1,5334.0,9.0,Sedentary,6
2651,69.2,98.0,7072.0,7.8,Active,2
2652,55.7,99.6,7134.8,4.8,Highly_Active,7
2653,69.1,98.5,1438.5,6.0,Highly_Active,3
2654,0.0,95.6,7875.0,9.2,Sedentary,7
2655,83.8,99.1,9647.4,6.9,Highly_Active,1
2656,57.4,100.0,1941.3,8.6,Sedentary,1
2657,79.2,95.4,6198.2,6.4,Highly_Active,7
2658,78.1,96.0,3138.6,5.4,Highly_Active,8
2659,105.6,96.2,15871.6,7.8,Sedentary,1
2660,92.6,99.2,2428.6,6.2,Active,5
2661,77.4,95.6,2201.7,4.5,Active,6
2662,73.9,98.9,7536.3,6.0,Active,5
2663,87.9,97.3,24260.7,6.4,Active,9
2664,73.6,98.0,14234.3,5.1,Highly_Active,8
2665,46.9,96.1,2398.3,6.2,Sedentary,2
2666,83.5,97.2,5117.5,6.6,Highly_Active,8
2667,119.9,96.9,2670.0,9.0,Highly_Active,3
2668,68.3,100.0,4494.5,5.4,Active,9
2669,89.4,100.0,504.6,6.6,Highly_Active,7
2670,66.0,97.2,2656.8,6.6,Active,5
2671,73.3,100.0,10159.9,4.8,Sedentary,10
2672,61.9,97.8,4219.5,6.0,Sedentary,5
2673,71.6,94.7,261.4,6.3,Active,3
2674,57.9,92.6,14187.5,4.5,Active,6
2675,60.3,96.1,22000.4,7.2,Sedentary,1
2676,54.4,98.7,4189.4,5.9,Highly_Active,4
2677,79.6,96.8,2606.0,5.5,Active,7
2678,71.3,95.4,17613.3,5.5,Sedentary,7
2679,68.5,99.5,7589.5,9.5,Sedentary,9
2680,81.9,98.0,7423.6,5.5,Sedentary,8
2681,72.3,97.9,6792.6,5.9,Highly_Active,9
2682,109.9,95.0,1233.0,5.0,Sedentary,2
2683,62.7,93.9,1382.9,6.3,Highly_Active,9
2684,86.3,97.8,454.2,6.3,Sedentary,10
2685,72.9,99.6,1062.2,7.6,Sedentary,10
2686,80.7,100.0,7143.3,8.4,Highly_Active,8
2687,81.8,100.0,2601.3,5.9,Sedentary,4
2688,77.9,99.1,9995.6,6.7,Highly_Active,5
2689,82.5,99.7,14065.1,5.7,Sedentary,8
2690,103.7,97.9,13738.9,6.5,Active,1
2691,59.3,97.4,1162.3,8.2,Sedentary,8
2692,57.0,96.6,5601.7,2.8,Sedentary,6
2693,81.1,95.2,1833.7,6.4,Active,1
2694,71.1,95.5,4731.5,8.3,Active,8
2695,90.0,97.1,8952.5,6.0,Highly_Active,2
2696,90.5,99.4,4448.3,6.5,Highly_Active,4
2697,75.2,94.5,6335.3,8.7,Sedentary,4
2698,77.1,98.0,608.5,5.2,Highly_Active,7
2699,69.0,99.8,2176.5,6.3,Highly_Active,1
2700,87.5,99.0,10163.1,7.7,Active,1
2701,65.0,97.9,7017.8,5.8,Highly_Active,1
2702,63.5,99.1,6797.4,10.5,Active,5
2703,57.5,94.0,11890.1,5.1,Active,8
2704,0.0,97.2,5088.9,6.9,Sedentary,4
2705,79.3,97.2,5588.9,6.1,Highly_Active,6
2706,94.0,97.5,5444.4,3.5,Sedentary,8
2707,77.9,98.6,1481.9,7.3,Highly_Active,3
2708,77.8,98.9,8492.3,8.0,Highly_Active,10
2709,98.9,98.5,2549.4,8.1,Highly_Active,8
2710,85.3,96.1,4622.1,5.4,Highly_Active,10
2711,65.4,96.2,2667.7,5.9,Highly_Active,8
2712,85.6,95.7,4559.7,7.2,Highly_Active,6
2713,90.7,99.6,8321.0,8.0,Sedentary,6
2714,75.8,98.3,12091.3,5.7,Active,1
2715,83.1,100.0,1803.3,7.4,Highly_Active,1
2716,81.1,99.0,2036.6,8.5,Sedentary,8
2717,101.5,99.0,28791.9,6.0,Active,2
2718,55.4,97.6,2621.8,7.8,Sedentary,4
2719,89.4,95.2,13939.6,4.8,Active,5
2720,77.7,100.0,8999.5,8.6,Sedentary,9
2721,80.7,98.8,5732.6,8.8,Sedentary,4
2722,65.1,95.6,1459.2,7.6,Highly_Active,9
2723,94.5,99.1,26623.1,3.9,Highly_Active,6
2724,75.2,97.1,3246.9,0.0,Sedentary,10
2725,0.0,96.3,4407.1,7.4,Active,8
2726,52.2,100.0,22410.6,9.2,Sedentary,3
2727,68.9,100.0,5579.3,9.1,Active,2
2728,82.4,99.6,1654.8,0.0,Sedentary,9
2729,209.8,97.9,1787.0,9.4,Active,5
2730,0.0,97.5,5344.0,8.8,Sedentary,8
2731,0.0,98.8,5935.4,7.0,Active,6
2732,40.0,98.8,5705.9,8.6,Active,2
2733,87.9,99.9,6265.5,4.7,Sedentary,8
2734,0.0,95.0,7780.5,0.0,Sedentary,5
2735,228.5,95.3,3794.4,9.5,Sedentary,2
2736,61.2,96.7,5857.7,3.4,Active,1
2737,86.0,100.0,2039.8,7.9,Sedentary,7
2738,83.9,99.1,4027.4,6.0,Highly_Active,6
2739,55.4,100.0,866.8,7.3,Active,5
2740,92.2,96.3,539.2,4.5,Active,8
2741,74.9,99.1,25086.0,0.0,Sedentary,9
2742,60.8,100.0,6977.7,8.7,Active,10
2743,55.3,100.0,9534.3,7.3,Highly_Active,9
2744,89.2,93.2,2167.9,8.4,Active,6
2745,96.1,96.0,2819.8,4.9,Active,3
2746,75.6,98.3,5795.9,7.5,Active,2
2747,81.4,97.7,4158.7,4.5,Active,2
2748,62.0,98.4,9382.3,8.1,Highly_Active,10
2749,75.5,98.2,3683.8,7.3,Highly_Active,5
2750,63.9,97.1,357.5,0.0,Sedentary,7
2751,78.0,100.0,3315.1,7.9,Highly_Active,1
2752,96.2,98.0,2125.3,5.9,Active,7
2753,58.4,97.8,15775.3,6.7,Active,2
2754,0.0,95.2,27728.4,7.0,Highly_Active,9
2755,70.5,95.8,2049.2,6.4,Highly_Active,9
2756,77.9,97.9,9277.3,9.3,Active,3
2757,73.4,99.4,8287.3,6.9,Highly_Active,10
2758,93.6,97.8,13075.5,5.8,Highly_Active,9
2759,87.9,100.0,10715.0,4.0,Sedentary,3
2760,0.0,97.5,23486.9,7.8,Highly_Active,10
2761,88.7,100.0,457.8,5.5,Active,8
2762,91.6,99.9,12009.5,7.8,Highly_Active,6
2763,90.1,98.7,738.8,5.8,Active,4
2764,78.1,96.1,1641.0,6.8,Active,2
2765,69.9,97.6,17216.3,8.2,Active,9
2766,56.3,97.3,1092.0,4.7,Sedentary,7
2767,78.6,98.0,19134.1,4.1,Highly_Active,3
2768,96.7,97.9,2918.6,4.3,Highly_Active,5
2769,81.9,97.6,2470.6,6.6,Sedentary,1
2770,88.6,97.4,1079.4,8.2,Active,1
2771,64.0,99.1,5921.4,5.4,Highly_Active,1
2772,71.9,97.3,966.7,7.5,Sedentary,5
2773,94.1,99.1,3677.3,7.1,Sedentary,2
2774,80.1,96.4,1997.0,3.8,Active,1
2775,65.8,97.8,4441.2,7.2,Sedentary,6
2776,84.6,99.0,4173.4,9.2,Sedentary,9
2777,73.8,98.1,15.6,4.7,Highly_Active,3
2778,0.0,97.5,3862.3,6.1,Active,7
2779,66.1,98.2,8396.3,3.4,Highly_Active,9
2780,72.4,93.9,779.1,7.8,Active,8
2781,0.0,100.0,11621.0,4.1,Highly_Active,6
2782,66.5,96.6,7176.0,5.5,Highly_Active,4
2783,83.4,97.1,10225.0,8.7,Sedentary,10
2784,74.4,98.5,15565.5,7.2,Active,3
2785,83.4,96.1,7685.7,7.4,Active,8
2786,88.2,98.7,16265.5,7.0,Active,6
2787,52.5,98.6,7636.9,4.9,Highly_Active,6
2788,79.5,100.0,15235.0,7.5,Highly_Active,10
2789,61.0,94.6,19419.6,6.6,Highly_Active,3
2790,70.5,100.0,12317.2,6.3,Sedentary,6
2791,53.5,97.7,37843.6,7.0,Active,8
2792,55.3,99.5,15677.9,6.6,Active,2
2793,73.1,100.0,4877.6,6.3,Highly_Active,3
2794,70.0,96.8,13063.0,8.1,Highly_Active,5
2795,104.8,99.3,1222.1,5.2,Sedentary,1
2796,85.9,96.9,5502.6,5.6,Sedentary,9
2797,63.6,98.8,5248.1,5.7,Active,4
2798,49.4,97.7,12487.1,4.8,Active,9
2799,57.4,98.5,1957.8,6.8,Active,2
2800,57.6,96.5,2886.8,9.0,Active,5
2801,74.4,96.3,245.9,7.4,Active,9
2802,84.0,96.3,989.6,7.2,Active,7
2803,0.0,96.1,19415.9,3.4,Sedentary,2
2804,76.2,97.0,786.7,6.9,Active,6
2805,46.1,98.5,9283.9,8.3,Highly_Active,1
2806,50.5,97.2,550.5,5.8,Highly_Active,2
2807,63.6,94.3,5763.3,6.1,Sedentary,8
2808,46.9,100.0,7794.8,6.2,Highly_Active,5
2809,93.2,97.1,8591.5,7.7,Highly_Active,2
2810,80.7,97.3,66.7,6.8,Sedentary,5
2811,48.3,100.0,4330.1,5.9,Sedentary,1
2812,85.5,95.3,33001.6,8.6,Highly_Active,3
2813,83.3,97.7,13594.1,9.6,Highly_Active,4
2814,67.6,99.0,2819.9,5.7,Active,3
2815,0.0,99.7,454.8,5.6,Sedentary,7
2816,0.0,99.3,1409.3,5.0,Sedentary,3
2817,85.3,98.8,1575.4,5.6,Active,8
2818,72.5,100.0,1467.7,7.2,Sedentary,8
2819,102.4,100.0,1064.8,8.6,Highly_Active,1
2820,74.2,96.4,672.8,7.2,Highly_Active,7
2821,71.4,100.0,9665.5,6.1,Active,1
2822,78.3,95.9,2687.8,0.0,Sedentary,9
2823,43.8,92.3,3069.2,6.1,Active,1
2824,74.7,100.0,4193.6,7.0,Sedentary,10
2825,44.5,100.0,6377.4,7.6,Sedentary,10
2826,61.9,98.1,19722.9,6.5,Sedentary,8
2827,71.1,98.9,3647.4,5.5,Sedentary,3
2828,72.0,100.0,3005.0,9.0,Highly_Active,8
2829,74.0,98.7,11583.6,6.1,Sedentary,6
2830,67.6,99.7,33480.8,7.7,Highly_Active,2
2831,78.0,96.8,5411.3,4.1,Active,7
2832,80.3,99.4,14669.6,5.3,Active,10
2833,41.8,100.0,8695.3,8.8,Highly_Active,3
2834,68.7,97.1,12937.5,7.5,Active,3
2835,51.5,97.5,3003.3,6.8,Highly_Active,10
2836,78.2,98.7,19427.3,6.3,Highly_Active,9
2837,55.7,91.7,1539.3,5.5,Sedentary,5
2838,59.5,100.0,620.1,5.9,Sedentary,2
2839,81.3,96.0,8336.8,6.9,Highly_Active,5
2840,70.1,96.9,617.3,4.9,Active,6
2841,79.7,97.7,8253.6,4.1,Sedentary,3
2842,91.1,100.0,11574.9,8.1,Active,5
2843,102.2,96.0,406.1,8.0,Highly_Active,8
2844,71.9,95.5,17718.2,9.9,Active,3
2845,85.3,95.4,16582.4,7.2,Sedentary,1
2846,63.3,99.5,971.9,8.3,Active,2
2847,68.3,98.8,5975.7,5.3,Sedentary,10
2848,0.0,99.5,1428.2,7.1,Sedentary,7
2849,71.1,95.8,935.6,8.8,Active,9
2850,53.8,98.2,18606.4,5.7,Highly_Active,5
2851,61.2,100.0,6764.5,9.1,Sedentary,1
2852,84.2,98.4,1630.3,7.9,Highly_Active,5
2853,73.8,99.2,14433.5,0.0,Highly_Active,8
2854,85.1,98.5,517.2,9.3,Sedentary,10
2855,60.7,100.0,1992.0,8.2,Highly_Active,3
2856,77.6,97.1,5371.2,6.1,Sedentary,5
2857,79.7,98.1,8178.4,7.5,Highly_Active,8
2858,58.9,96.1,1699.3,0.0,Active,1
2859,0.0,95.3,22513.5,3.7,Sedentary,8
2860,78.7,95.5,14925.4,6.2,Sedentary,7
2861,74.4,98.4,11800.6,4.4,Active,1
2862,65.3,98.4,1983.3,6.3,Active,5
2863,46.1,94.7,6850.5,4.8,Highly_Active,3
2864,72.3,99.8,15980.9,0.0,Active,9
2865,62.8,97.1,4335.9,5.0,Active,2
2866,80.5,99.4,21369.9,5.0,Sedentary,7
2867,73.2,95.6,20902.4,7.9,Highly_Active,2
2868,85.3,97.1,17881.5,9.8,Active,1
2869,50.2,98.1,156.8,0.0,Sedentary,3
